Ticker:,The earliest date of price,The latest date of price,Average daily trading volume in USD,Average daily trading volume in USD for 180 days starting 2 years ago
TTGT,2007-05-17,2020-07-10,14363.76,15107.444
TTI,2005-07-15,2020-07-10,85183.737,127629.195
TTMI,2005-07-15,2020-07-10,71281.371,30943.017
TTNP,2015-10-12,2020-07-10,13683.195,18632.907
TTOO,2014-08-07,2020-07-10,24166.481,16190.39
TTPH,2013-03-20,2020-07-10,49369.2,9450.486
TTWO,2005-07-15,2020-07-10,670527.664,344363.603
TUP,2005-07-15,2020-07-10,200367.291,56707.737
TUSK,2016-10-14,2020-07-10,38776.069,22501.727
TVTY,2006-02-01,2020-07-10,108930.539,187088.514
TW,2019-04-04,2020-07-10,405266.501,371761.173
TWI,2005-07-15,2020-07-10,81319.472,28526.287
TWIN,2005-07-15,2020-07-10,10086.2,3231.047
TWLO,2016-06-23,2020-07-10,2479545.513,2060891.26
TWMC,2005-07-15,2020-07-10,1639.014,6834.994
TWNK,2015-11-30,2020-07-10,126649.874,50223.801
TWO,2009-10-29,2020-07-10,178051.024,3367.882
TWOU,2014-03-28,2020-07-10,218333.477,35050.897
TWST,2018-10-31,2020-07-10,82675.446,45393.965
TWTR,2013-11-07,2020-07-10,6525938.764,9632518.402
TXMD,2017-10-10,2020-07-10,123327.728,162329.111
TXN,2012-01-03,2020-07-10,3223480.394,2114916.75
TXRH,2005-07-15,2020-07-10,186588.217,54830.963
TXT,2005-07-15,2020-07-10,796207.584,521404.404
TYL,2005-07-15,2020-07-10,180884.837,12689.031
TYME,2013-03-04,2020-07-10,5243.169,97.954
TZOO,2005-07-15,2020-07-10,73461.511,70583.553
UA,2016-03-23,2020-07-10,529101.972,415778.175
UAA,2005-11-18,2020-07-10,925514.013,377925.106
UAL,2018-09-10,2020-07-10,4799578.183,2358255.539
UAMY,2012-05-21,2020-07-10,734.166,3896.77
UBA,2005-07-15,2020-07-10,11306.623,2769.971
UBCP,2005-07-15,2020-07-10,255.268,153.592
UBER,2019-05-10,2020-07-10,7694863.588,6185544.798
UBFO,2005-07-15,2020-07-10,957.356,651.041
UBOH,2005-07-15,2020-07-10,311.725,288.32
UBSI,2005-07-15,2020-07-10,81361.272,16890.074
UCBI,2005-07-15,2020-07-10,50795.542,13670.927
UCTT,2005-07-15,2020-07-10,44757.774,2688.844
UDR,2005-07-15,2020-07-10,366820.226,88644.575
UE,2015-01-05,2020-07-10,124297.361,131262.348
UEC,2007-09-28,2020-07-10,16686.615,4217.709
UEIC,2005-07-15,2020-07-10,28446.554,5806.568
UFAB,2015-07-01,2020-07-10,1152.954,1790.968
UFCS,2005-07-15,2020-07-10,18398.144,36580.82
UFI,2005-07-15,2020-07-10,12286.289,5780.463
UFPI,2005-07-15,2020-07-10,62325.662,50153.18
UFPT,2005-07-15,2020-07-10,5120.597,367.099
UFS,2007-03-07,2020-07-10,225032.67,290016.323
UG,2009-03-16,2020-07-10,522.58,182.221
UGI,2005-07-15,2020-07-10,213320.544,76973.777
UHAL,2005-07-15,2020-07-10,78013.714,40324.45
UHS,2005-07-15,2020-07-10,531083.328,313870.444
UHT,2005-07-15,2020-07-10,14592.605,5190.986
UI,2019-08-20,2020-07-10,252690.724,281098.129
UIHC,2012-12-11,2020-07-10,18873.044,3090.951
UIS,2005-07-15,2020-07-10,121447.517,126096.512
ULBI,2005-07-15,2020-07-10,6199.483,16306.038
ULH,2005-07-15,2020-07-10,5167.741,4303.521
ULTA,2007-10-25,2020-07-10,1064447.506,69159.12
UMBF,2005-07-15,2020-07-10,81480.533,22327.02
UMH,2005-07-15,2020-07-10,6491.583,499.996
UMPQ,2005-07-15,2020-07-10,139919.121,27581.839
UNAM,2005-07-18,2020-07-10,357.546,422.281
UNB,2008-09-05,2020-07-10,629.517,126.034
UNF,2005-07-15,2020-07-10,56662.255,13070.96
UNFI,2005-07-15,2020-07-10,182335.686,129642.702
UNH,2005-07-15,2020-07-10,4022835.597,2631908.913
UNIT,2015-04-20,2020-07-10,239476.852,128046.231
UNM,2005-07-15,2020-07-10,469898.427,272176.517
UNP,2005-07-15,2020-07-10,2878054.714,694034.488
UNTY,2005-07-15,2020-07-10,946.728,314.22
UNVR,2015-06-18,2020-07-10,226317.731,98087.857
UONE,2005-07-18,2020-07-10,12664.308,7335.326
UONEK,2005-07-18,2020-07-10,14918.269,79100.188
UPLD,2014-11-06,2020-07-10,41253.157,6004.642
UPS,2005-07-15,2020-07-10,2296691.873,1130222.835
UPWK,2018-10-03,2020-07-10,158241.397,127732.678
URBN,2005-07-15,2020-07-10,827347.547,806036.265
URI,2005-07-15,2020-07-10,919955.209,179090.632
UROV,2018-09-27,2020-07-10,6994.495,8769.016
USAK,2005-07-15,2020-07-10,9151.471,34029.892
USAP,2005-07-15,2020-07-10,12496.932,4924.5
USB,2005-07-15,2020-07-10,2577556.658,755531.31
USCR,2011-02-01,2020-07-10,87158.16,1626.266
USD,2007-02-01,2020-07-10,27298.959,14096.096
USEG,2005-07-15,2020-07-10,4799.272,7377.339
USFD,2016-05-26,2020-07-10,575906.168,260778.979
USIO,2015-08-11,2020-07-10,2572.786,553.418
USLM,2005-07-15,2020-07-10,3480.762,4205.894
USM,2005-07-15,2020-07-10,42581.541,23146.892
USNA,2005-07-15,2020-07-10,87727.931,87249.157
USPH,2005-07-15,2020-07-10,22621.971,7305.329
USWS,2017-05-05,2020-07-10,8745.929,12268.529
USX,2018-06-14,2020-07-10,23724.548,44790.438
UTHR,2005-07-15,2020-07-10,484744.961,317769.341
UTI,2005-07-15,2020-07-10,18235.534,50449.013
UTL,2005-07-18,2020-07-10,9981.455,515.174
UTMD,2005-07-15,2020-07-10,3334.488,1019.565
UUU,2005-07-15,2020-07-10,944.553,1487.182
UVE,2007-04-30,2020-07-10,34596.008,6371.81
UVSP,2005-07-15,2020-07-10,8190.984,1325.842
UVV,2005-07-15,2020-07-10,74833.428,30587.204
V,2008-03-19,2020-07-10,6621800.201,9003643.985
VAC,2011-11-08,2020-07-10,182688.365,97143.768
VAL,2019-04-11,2020-07-10,353592.378,461765.491
VALU,2005-07-15,2020-07-10,683.335,429.934
VAPO,2018-11-14,2020-07-10,44454.623,11168.859
VAR,2005-07-15,2020-07-10,590571.147,447530.786
VBFC,2005-07-26,2020-07-10,203.415,208.58
VBIV,2016-05-09,2020-07-10,28988.537,2603.371
VBTX,2014-10-09,2020-07-10,32366.249,2765.852
VC,2017-12-27,2020-07-10,329330.949,421961.588
VCEL,2013-10-16,2020-07-10,46124.964,11565.582
VCRA,2012-03-28,2020-07-10,47829.861,42408.258
VCTR,2018-02-09,2020-07-10,17807.115,12076.39
VCYT,2013-10-30,2020-07-10,35152.068,11713.141
VEC,2014-09-16,2020-07-10,23780.314,34148.726
VECO,2005-07-15,2020-07-10,188266.003,94435.254
VEEV,2013-10-16,2020-07-10,756262.024,326891.624
VER,2015-07-31,2020-07-10,619486.502,333728.467
VERI,2017-05-12,2020-07-10,61874.013,144637.946
VERU,2017-08-08,2020-07-10,5077.373,2264.682
VFC,2005-07-15,2020-07-10,1027820.025,241681.901
VG,2006-05-24,2020-07-10,106206.352,106596.574
VGR,2005-07-15,2020-07-10,53868.517,4384.332
VHC,2007-12-26,2020-07-10,73520.5,1091.75
VIAV,2006-10-17,2020-07-10,518220.558,834070.654
VICI,2017-10-18,2020-07-10,749405.958,451733.476
VICR,2005-07-15,2020-07-10,20988.765,12732.016
VIRC,2007-06-20,2020-07-10,420.628,1605.31
VIRT,2015-04-16,2020-07-10,134900.043,83291.403
VISL,2013-07-19,2020-07-10,15691.484,9602.508
VIVO,2005-07-15,2020-07-10,40120.399,34564.367
VIX,2005-10-03,2020-07-10,0.0,0.0
VKTX,2015-04-29,2020-07-10,102857.963,1990.873
VLGEA,2005-07-15,2020-07-10,4155.072,560.344
VLO,2005-07-15,2020-07-10,2760308.622,5209073.202
VLY,2005-07-15,2020-07-10,112151.678,14957.49
VMC,2005-07-15,2020-07-10,788982.963,310149.275
VMI,2005-07-15,2020-07-10,177366.371,21980.862
VMW,2007-08-14,2020-07-10,1369426.971,2301182.843
VNCE,2017-10-24,2020-07-10,4790.518,3277.045
VNDA,2006-04-12,2020-07-10,73255.612,45282.522
VNE,2018-06-11,2020-07-10,132624.518,216396.626
VNO,2005-07-15,2020-07-10,721256.032,392598.914
VNRX,2012-11-23,2020-07-10,2345.775,61.361
VNTR,2017-08-03,2020-07-10,80501.116,185234.935
VOXX,2005-07-15,2020-07-10,9596.747,13892.949
VOYA,2013-05-02,2020-07-10,594597.109,373235.227
VPG,2010-06-24,2020-07-10,9544.141,13911.467
VRA,2010-10-21,2020-07-10,89647.783,130581.628
VRAY,2015-08-11,2020-07-10,50874.81,292.388
VREX,2017-01-20,2020-07-10,82513.817,143812.092
VRNS,2014-02-28,2020-07-10,110441.837,75345.652
VRNT,2010-07-06,2020-07-10,145306.056,46379.26
VRRM,2018-10-18,2020-07-10,127801.517,85796.133
VRS,2016-07-19,2020-07-10,42966.335,12021.025
VRSK,2009-10-07,2020-07-10,536771.577,332545.468
VRSN,2005-07-15,2020-07-10,803515.435,934434.114
VRTS,2009-01-02,2020-07-10,49754.214,3679.175
VRTU,2007-08-03,2020-07-10,39181.381,9971.207
VRTV,2014-06-18,2020-07-10,27002.981,43319.633
VRTX,2005-07-15,2020-07-10,1287709.042,378875.42
VSAT,2005-07-15,2020-07-10,127196.536,41645.576
VSEC,2005-07-15,2020-07-10,7891.435,2337.638
VSH,2005-07-15,2020-07-10,173279.922,140156.064
VSLR,2014-10-01,2020-07-10,62639.583,135303.294
VST,2016-10-05,2020-07-10,692281.578,149154.95
VSTM,2012-01-27,2020-07-10,38359.982,2365.269
VSTO,2015-01-29,2020-07-10,142978.87,159888.707
VTNR,2013-02-13,2020-07-10,4463.546,580.97
VTR,2005-07-15,2020-07-10,703199.643,62283.934
VTVT,2015-07-30,2020-07-10,15127.568,7651.278
VUZI,2013-02-07,2020-07-10,15135.099,1215.424
VVI,2005-07-15,2020-07-10,26011.169,15779.836
VVUS,2005-07-15,2020-07-10,153077.292,4112.501
VVV,2016-09-23,2020-07-10,270899.919,304726.038
VXRT,2012-11-09,2020-07-10,46024.162,1544.392
VYGR,2015-11-11,2020-07-10,42586.146,11687.694
VZ,2005-07-15,2020-07-10,4567727.234,1604224.646
W,2014-10-02,2020-07-10,1155910.995,240069.711
WAB,2005-07-15,2020-07-10,395511.721,95269.721
WABC,2005-07-15,2020-07-10,61384.325,41305.857
WAFD,2005-07-15,2020-07-10,99640.997,38245.007
WAL,2005-07-15,2020-07-10,122361.719,9304.124
WASH,2005-07-15,2020-07-10,7612.339,2230.248
WAT,2005-07-15,2020-07-10,595590.247,292073.228
WATT,2014-03-28,2020-07-10,87083.512,17234.798
WBA,2014-12-31,2020-07-10,3124626.212,2848643.205
WBS,2005-07-15,2020-07-10,154354.896,64228.966
WBT,2016-02-18,2020-07-10,155052.727,111464.106
WCC,2005-07-15,2020-07-10,321460.585,219732.117
WD,2010-12-15,2020-07-10,46531.373,14266.237
WDAY,2017-09-20,2020-07-10,2387739.986,1647339.708
WDC,2012-06-01,2020-07-10,1959703.908,1232413.4
WDFC,2005-07-15,2020-07-10,45384.539,11885.552
WDR,2005-07-15,2020-07-10,169915.637,53052.745
WEC,2005-07-15,2020-07-10,535492.892,95575.585
WELL,2015-09-30,2020-07-10,1195159.421,1194184.543
WEN,2005-07-15,2020-07-10,286126.903,8806.11
WERN,2005-07-15,2020-07-10,144733.07,68174.167
WETF,2011-07-26,2020-07-10,173458.554,19539.82
WEX,2005-07-15,2020-07-10,219416.279,46231.887
WEYS,2005-07-15,2020-07-10,2613.323,900.727
WFC,2005-07-15,2020-07-10,7655296.537,1521829.611
WGO,2005-07-15,2020-07-10,98945.518,155820.097
WH,2018-05-18,2020-07-10,432745.071,476661.974
WHD,2018-02-08,2020-07-10,132860.469,167496.164
WHG,2005-07-15,2020-07-10,5598.666,316.859
WHLM,2009-02-19,2020-07-10,143.166,73.789
WHLR,2012-11-19,2020-07-10,2177.736,286.278
WHR,2005-07-15,2020-07-10,966806.982,544632.163
WIFI,2011-05-04,2020-07-10,41356.409,17535.88
WINA,2005-07-15,2020-07-10,4547.46,549.756
WING,2015-06-12,2020-07-10,200399.563,65038.773
WIRE,2005-07-15,2020-07-10,51542.027,84235.199
WK,2014-12-12,2020-07-10,55946.306,20562.161
WKHS,2012-07-09,2020-07-10,99941.769,243.626
WLDN,2006-11-21,2020-07-10,8144.051,3840.025
WLFC,2005-07-15,2020-07-10,2523.073,563.92
WLK,2005-07-15,2020-07-10,277306.917,42746.866
WLL,2005-07-18,2020-07-10,1005183.902,176613.169
WLTW,2016-01-05,2020-07-10,869717.588,776421.38
WM,2005-07-15,2020-07-10,913907.332,426231.482
WMB,2005-07-15,2020-07-10,1345903.853,471203.218
WMC,2012-05-10,2020-07-10,37106.238,31497.105
WMGI,2011-02-03,2020-07-10,192732.434,28453.869
WMK,2005-07-15,2020-07-10,17597.408,8527.048
WMS,2014-07-25,2020-07-10,77637.374,75214.053
WMT,2005-07-15,2020-07-10,5736511.476,4229237.501
WNC,2005-07-15,2020-07-10,78861.997,63034.3
WNEB,2007-08-21,2020-07-10,4230.163,4805.223
WOR,2005-07-15,2020-07-10,110090.964,69125.751
WOW,2017-05-25,2020-07-10,32105.681,52977.492
WPC,2005-07-15,2020-07-10,135609.56,3935.841
WPG,2014-05-14,2020-07-10,114651.969,156479.547
WPX,2011-12-12,2020-07-10,715889.367,416204.161
WRB,2006-11-16,2020-07-10,246611.337,280230.633
WRE,2005-07-15,2020-07-10,89739.489,21100.406
WRI,2005-07-15,2020-07-10,158829.142,50554.747
WRK,2015-06-24,2020-07-10,715971.229,678782.094
WRLD,2005-07-15,2020-07-10,82733.27,28563.517
WRTC,2018-05-31,2020-07-10,18728.586,1224.36
WSBC,2005-07-15,2020-07-10,21064.722,7950.87
WSBF,2005-10-05,2020-07-10,5638.194,5572.731
WSC,2017-11-30,2020-07-10,80096.956,53545.156
WSFS,2005-07-15,2020-07-10,24862.674,10249.794
WSM,2005-07-15,2020-07-10,515535.403,251682.964
WSO,2005-07-15,2020-07-10,172026.304,72148.596
WSR,2010-08-26,2020-07-10,16394.552,1955.888
WST,2005-07-15,2020-07-10,169342.28,32885.821
WSTG,2005-07-18,2020-07-10,975.888,739.574
WSTL,2017-06-08,2020-07-10,996.109,1834.17
WTBA,2005-07-15,2020-07-10,2442.676,1722.273
WTER,2013-07-09,2020-07-10,3578.398,2879.627
WTFC,2005-07-15,2020-07-10,121026.635,55215.282
WTI,2005-07-15,2020-07-10,108817.572,58700.559
WTM,2005-07-15,2020-07-10,75116.79,92024.927
WTRH,2016-08-18,2020-07-10,44213.412,3980.814
WTS,2005-07-15,2020-07-10,87500.436,65642.762
WTT,2005-07-15,2020-07-10,590.229,1001.446
WTTR,2017-04-21,2020-07-10,50245.668,48554.894
WU,2006-09-20,2020-07-10,849873.142,783298.721
WVE,2015-11-11,2020-07-10,46839.763,8614.54
WVFC,2005-07-15,2020-07-10,263.416,184.147
WVVI,2005-07-15,2020-07-10,452.739,1213.106
WW,2005-07-18,2020-07-10,369051.566,219885.341
WWD,2005-07-15,2020-07-10,146429.65,16915.811
WWE,2005-07-15,2020-07-10,146327.711,7661.453
WWR,2017-08-22,2020-07-10,5699.666,2807.295
WWW,2005-07-15,2020-07-10,149253.303,66606.617
WY,2005-07-15,2020-07-10,808246.375,310252.866
WYND,2006-07-19,2020-07-10,508365.296,273318.538
WYNN,2005-07-15,2020-07-10,1907510.683,351135.399
WYY,2005-07-15,2020-07-10,2634.187,3585.161
X,2005-07-15,2020-07-10,3162140.285,1543408.118
XAN,2006-02-07,2020-07-10,16463.963,1839.537
XBIT,2015-04-15,2020-07-10,23976.855,27109.774
XEC,2005-07-15,2020-07-10,724246.15,372654.215
XEL,2018-01-02,2020-07-10,1581452.781,1229902.613
XELA,2015-03-27,2020-07-10,9371.748,7101.856
XELB,2013-03-22,2020-07-10,593.194,7.701
XENT,2014-07-24,2020-07-10,67863.586,24047.034
XERS,2018-06-21,2020-07-10,20732.78,18281.882
XFOR,2017-11-16,2020-07-10,11293.129,6341.698
XHR,2015-02-04,2020-07-10,100622.709,169379.724
XLNX,2005-07-15,2020-07-10,1367586.702,989565.63
XLRN,2013-09-19,2020-07-10,130864.193,86536.162
XNCR,2013-12-03,2020-07-10,57081.799,11341.481
XOM,2005-07-15,2020-07-10,9722135.406,6384818.23
XOMA,2005-07-18,2020-07-10,34657.799,11638.614
XONE,2013-02-07,2020-07-10,75368.451,357859.778
XPER,2016-12-02,2020-07-10,84257.745,121585.624
XPL,2005-07-19,2020-07-10,581.918,239.948
XPO,2005-07-18,2020-07-10,323962.608,461.092
XRAY,2005-07-18,2020-07-10,504452.259,215368.237
XRX,2005-07-18,2020-07-10,690078.836,415727.284
XSPA,2013-04-30,2020-07-10,43118.371,44930.259
XTNT,2018-02-14,2020-07-10,1958.984,2535.024
XXII,2011-01-26,2020-07-10,19680.601,99.285
XYL,2011-10-13,2020-07-10,447025.671,251949.529
Y,2005-07-15,2020-07-10,140625.253,14546.006
YELP,2012-03-02,2020-07-10,961640.133,237839.223
YETI,2018-10-25,2020-07-10,429192.34,364131.753
YEXT,2017-04-13,2020-07-10,129825.424,54459.611
YMAB,2018-09-21,2020-07-10,43407.83,23441.713
YORW,2005-07-15,2020-07-10,4378.077,1087.623
YRCW,2005-07-18,2020-07-10,143115.711,408906.987
YTEN,2015-05-27,2020-07-10,6110.125,474.405
YUM,2005-07-15,2020-07-10,1537897.346,550561.829
Z,2015-08-03,2020-07-10,722385.373,303524.829
ZAGG,2009-11-10,2020-07-10,53778.31,7606.311
ZBH,2005-07-18,2020-07-10,1117505.885,1158507.744
ZBRA,2005-07-15,2020-07-10,267843.46,218911.735
ZDGE,2016-05-27,2020-07-10,792.428,2840.464
ZEN,2014-05-15,2020-07-10,506763.768,80968.212
ZEUS,2005-07-15,2020-07-10,29686.477,33503.663
ZG,2011-07-20,2020-07-10,501285.925,73050.712
ZGNX,2010-11-23,2020-07-10,99380.533,5428.997
ZION,2005-07-15,2020-07-10,714614.495,277317.229
ZIOP,2005-08-22,2020-07-10,64024.154,670.259
ZIXI,2005-07-15,2020-07-10,17031.167,8244.835
ZM,2019-04-18,2020-07-10,6863298.17,1795240.968
ZN,2009-09-02,2020-07-10,7613.65,8456.092
ZNGA,2011-12-16,2020-07-10,698200.362,1330691.761
ZS,2018-03-16,2020-07-10,1192173.224,488471.349
ZSAN,2015-01-27,2020-07-10,22283.823,3071.074
ZTS,2013-02-01,2020-07-10,1585072.146,1430065.664
ZUMZ,2005-07-15,2020-07-10,101371.167,41828.895
ZUO,2018-04-12,2020-07-10,255531.003,326391.607
ZVO,2019-04-15,2020-07-10,4229.954,4115.684
ZYNE,2015-08-05,2020-07-10,59367.435,26510.231
ZYXI,2008-07-10,2020-07-10,7317.505,0.0
