Ticker:,The earliest date of MD&A,The latest date of MD&A,Number of MD&A
AR,2014-05-07 16:09:03,2019-10-29 20:20:00,18
ARA,2016-05-16 16:43:02,2019-11-05 16:14:02,12
ARAO,2008-08-14 08:59:01,2010-08-13 14:39:02,3
ARAT,2015-06-19 15:04:00,2015-06-19 15:04:00,1
ARAV,2014-05-14 16:29:05,2019-11-07 16:28:01,18
ARAY,2008-02-11 17:29:01,2018-02-02 20:32:04,25
ARC,2008-05-09 15:36:04,2019-11-08 15:54:00,30
ARCB,2008-08-05 16:49:04,2015-08-07 13:16:04,18
ARCC,2008-05-08 06:08:05,2019-10-29 19:40:01,33
ARCH,2008-05-09 16:49:00,2019-10-22 15:25:01,32
ARCT,2019-08-14 16:46:00,2019-08-14 16:46:00,1
ARCW,2013-05-14 16:47:05,2019-05-17 16:33:00,18
ARDMQ,2008-05-13 16:44:01,2018-11-15 15:03:00,29
ARDS,2018-09-26 16:03:00,2019-11-13 16:31:02,5
ARDX,2015-05-12 16:06:05,2019-11-06 16:24:05,7
ARE,2008-05-12 16:41:00,2019-10-29 16:07:02,32
AREC,2014-08-13 14:39:02,2018-10-22 16:31:01,10
ARES-PA,2014-06-10 17:01:03,2019-11-06 16:16:03,18
ARES,2014-06-10 17:01:03,2019-11-06 16:16:03,18
ARET,2012-05-15 16:19:00,2015-05-15 17:15:03,10
AREXQ,2008-05-08 14:53:05,2019-11-18 17:05:03,20
ARGC,2017-09-05 21:04:03,2019-12-20 19:30:01,6
ARGD,2009-05-11 16:15:01,2019-11-08 11:52:05,22
ARGO,2009-05-11 16:15:01,2019-11-08 11:52:05,22
ARGS,2014-05-15 14:49:05,2018-11-19 15:13:05,15
ARI,2011-05-10 16:17:04,2019-10-23 16:16:05,26
ARII,2008-05-12 08:12:02,2018-10-30 16:43:00,28
ARIS,2008-06-16 14:32:02,2017-06-14 13:51:01,17
ARKR,2019-05-14 16:05:04,2019-08-13 16:19:03,2
ARL,2009-05-15 10:07:05,2018-11-14 12:25:05,19
ARLP,2008-05-12 10:43:01,2019-11-05 12:34:03,33
ARMK,2014-02-05 16:59:04,2019-08-06 16:19:02,18
ARMP,2014-05-20 16:07:00,2019-11-12 16:19:03,22
ARNA,2008-05-12 15:32:02,2019-05-09 16:19:04,16
AROC,2008-05-08 16:03:01,2019-10-30 12:06:02,32
AROW,2012-05-08 16:44:00,2019-11-05 13:21:02,24
ARP,2012-11-06 11:53:04,2016-11-21 17:00:02,3
ARPO,2017-08-10 16:05:03,2019-11-07 16:21:03,8
ARQL,2008-05-12 10:36:05,2019-10-30 10:56:04,23
ARR-PC,2014-05-05 08:11:00,2019-10-23 16:33:02,19
ARR,2014-05-05 08:11:00,2019-10-23 16:33:02,19
ARRT,2013-02-11 11:39:02,2014-02-13 14:27:05,3
ARST,2019-11-19 16:16:04,2019-11-19 16:16:04,1
ARTH,2014-05-15 15:47:05,2019-08-01 16:14:01,17
ARTL,2015-04-14 17:25:05,2016-04-01 17:23:03,4
ARTLW,2015-04-14 17:25:05,2016-04-01 17:23:03,4
ARTNA,2008-05-12 13:19:01,2019-11-08 11:15:03,33
ARTX,2008-09-15 16:01:01,2019-11-07 16:09:03,22
ARVN,2019-05-08 19:22:05,2019-08-05 06:31:04,2
ARW,2008-04-24 08:41:03,2011-07-27 08:09:05,6
ARWR,2013-08-07 16:29:02,2014-08-12 16:00:05,4
ARYA,2019-11-13 16:56:05,2019-11-13 16:56:05,1
ARYAU,2019-11-13 16:56:05,2019-11-13 16:56:05,1
ARYAW,2019-11-13 16:56:05,2019-11-13 16:56:05,1
ASB-PC,2008-05-07 11:35:05,2015-10-30 16:22:01,18
ASB-PD,2008-05-07 11:35:05,2015-10-30 16:22:01,18
ASB-PE,2008-05-07 11:35:05,2015-10-30 16:22:01,18
ASB,2008-05-07 11:35:05,2015-10-30 16:22:01,18
ASBB,2011-09-23 15:13:00,2017-08-08 08:47:03,18
ASDN,2008-11-12 14:00:05,2019-11-20 14:26:05,15
ASFI,2009-05-08 17:27:01,2018-09-17 18:26:05,9
ASGN,2008-05-12 14:13:00,2019-11-08 16:44:01,29
ASH,2017-01-27 16:03:05,2018-08-01 16:02:02,6
ASIX,2016-11-10 16:27:01,2018-08-03 16:16:01,6
ASKH,2017-11-13 18:58:00,2017-11-13 18:58:00,1
ASMB,2011-05-16 16:51:01,2019-08-05 17:08:01,21
ASNA,2014-06-03 16:58:04,2019-12-09 18:04:03,17
ASNT,2016-08-12 17:14:01,2018-08-24 10:24:00,7
ASPS,2009-06-29 19:01:03,2019-10-24 07:03:05,33
ASPU,2013-09-16 16:19:04,2019-12-10 16:28:05,20
ASRV,2011-08-12 10:27:04,2019-11-08 16:11:04,27
ASTC,2008-02-14 17:02:00,2019-11-14 13:01:05,26
ASTE,2008-05-12 08:42:03,2019-11-08 16:34:03,30
ASTI,2008-04-29 06:01:05,2019-12-06 21:54:02,32
ASUR,2008-06-16 17:55:00,2019-11-12 06:22:05,32
ASYS,2008-02-13 16:02:05,2019-08-08 16:15:04,29
AT,2010-05-14 14:02:03,2019-10-31 17:02:01,32
ATAO,2013-11-12 10:26:03,2014-01-29 09:55:01,2
ATAX,2008-05-09 16:38:01,2019-11-01 08:32:05,36
ATCX,2019-05-10 21:15:03,2019-11-14 17:17:00,2
ATCXW,2019-05-10 21:15:03,2019-11-14 17:17:00,2
ATEC,2008-05-12 15:18:04,2016-11-09 17:06:04,26
ATEX,2015-08-11 16:16:03,2019-11-06 16:13:00,15
ATGE,2008-05-12 12:23:00,2019-10-29 19:16:00,27
ATH-PA,2017-05-11 16:22:05,2019-11-05 16:20:05,9
ATH-PB,2017-05-11 16:22:05,2019-11-05 16:20:05,9
ATH,2017-05-11 16:22:05,2019-11-05 16:20:05,9
ATHN,2008-05-06 16:32:00,2012-10-19 16:01:05,15
ATHX,2008-05-08 17:01:05,2019-11-06 17:19:03,14
ATI,2008-05-09 16:06:04,2013-05-06 16:16:00,13
ATIN,2018-05-15 06:35:05,2019-11-04 07:36:02,7
ATIS,2012-08-13 14:52:01,2013-05-14 14:55:00,3
ATKR,2016-08-01 21:38:05,2019-08-06 18:14:02,10
ATLC,2009-08-10 12:11:02,2019-11-14 16:35:05,6
ATLO,2008-05-12 17:27:03,2019-11-06 16:16:04,20
ATNI,2008-05-12 06:02:02,2019-11-08 15:52:04,33
ATNM,2011-08-12 14:51:03,2019-11-12 16:32:03,5
ATNX,2017-08-14 07:07:02,2019-11-12 06:07:04,8
ATO,2008-02-06 09:52:04,2017-08-02 17:13:05,17
ATOM,2016-09-19 16:11:05,2019-11-05 17:00:01,10
ATOS,2014-05-14 16:06:00,2019-11-13 09:01:05,20
ATPT,2008-05-20 16:39:02,2011-05-23 17:52:03,6
ATR,2008-04-28 11:31:05,2019-11-01 13:53:00,35
ATRA,2015-11-05 19:30:05,2016-08-08 08:11:01,2
ATRC,2012-05-04 16:02:00,2019-10-31 13:52:02,16
ATRI,2008-05-08 17:24:03,2019-05-08 17:11:02,6
ATRO,2008-05-08 16:37:03,2019-11-07 15:16:03,36
ATRS,2008-08-14 11:45:04,2017-08-08 16:28:04,18
ATRX,2008-08-04 16:06:01,2019-11-19 16:04:05,32
ATSG,2008-05-12 19:41:05,2019-11-07 17:25:00,36
ATTP,2017-11-13 07:46:01,2019-11-08 20:51:03,7
ATUS,2017-08-03 18:28:00,2019-11-05 17:22:04,8
ATVI,2008-02-11 15:31:02,2019-11-07 16:50:00,32
ATW,2011-02-08 11:51:03,2017-08-03 08:52:00,21
ATXI,2019-08-14 09:31:02,2019-11-13 16:18:01,2
AUB,2008-05-12 08:43:04,2019-11-05 16:02:00,34
AUBAP,2008-05-12 08:43:04,2019-11-05 16:02:00,34
AUBN,2008-08-14 14:47:01,2019-10-31 16:22:01,28
AUMN,2008-05-12 16:42:00,2015-11-16 06:06:00,22
AURM,2017-09-25 20:59:04,2017-09-25 20:59:04,1
AURX,2008-08-01 16:10:02,2019-08-19 16:33:03,34
AUSI,2019-10-29 11:36:01,2019-11-14 06:44:02,2
AUTO,2012-05-03 16:17:05,2019-11-07 16:20:05,11
AVA,2008-05-02 16:25:00,2019-11-06 20:34:05,31
AVAV,2008-09-10 06:01:01,2019-03-05 18:21:04,26
AVB,2008-05-09 16:41:05,2019-11-05 15:08:04,35
AVCT,2017-09-11 16:23:00,2019-11-18 16:53:03,7
AVCTW,2017-09-11 16:23:00,2019-11-18 16:53:03,7
AVDL,2016-05-10 16:53:02,2019-11-12 15:59:04,12
AVDR,2019-05-09 16:16:04,2019-11-06 09:01:03,3
AVGO,2018-06-14 16:44:04,2019-09-13 16:39:01,5
AVGOP,2018-06-14 16:44:04,2019-09-13 16:39:01,5
AVGR,2015-05-13 16:10:03,2018-08-13 16:46:03,11
AVHI,2008-05-08 15:16:02,2018-08-01 16:13:02,28
AVID,2008-11-07 16:31:03,2012-11-09 17:04:03,5
AVLR,2018-08-09 18:15:02,2019-11-05 17:48:01,5
AVMR,2017-08-29 15:51:03,2019-11-13 11:23:05,2
AVNI,2008-05-15 13:57:00,2017-05-15 11:49:04,22
AVNS,2015-05-05 08:00:03,2019-11-05 16:08:03,12
AVNW,2008-02-05 16:09:05,2019-11-07 16:10:00,39
AVOI,2012-08-10 08:37:00,2014-11-12 08:36:02,7
AVP,2008-04-29 07:20:03,2019-08-01 06:53:04,35
AVRN,2012-12-18 17:20:01,2019-02-04 08:42:05,18
AVT,2010-01-29 12:05:05,2019-04-26 16:12:05,15
AVXL,2009-02-23 15:45:02,2019-05-08 20:10:02,32
AVY,2008-05-08 15:42:03,2019-10-29 15:01:03,36
AVYA,2018-03-02 16:18:01,2019-08-13 16:09:01,6
AWGI,2010-05-24 17:03:02,2017-11-14 15:32:05,24
AWH,2008-08-14 13:48:05,2019-11-12 16:57:03,22
AWI,2008-05-01 17:12:05,2019-04-29 07:13:05,34
AWK,2010-08-04 16:34:03,2019-10-30 16:31:05,16
AWR,2008-05-09 16:29:04,2019-11-04 16:39:00,37
AWRE,2017-04-28 10:19:00,2019-11-01 10:01:01,8
AWSM,2008-05-15 13:08:02,2019-11-19 16:34:02,26
AWX,2011-05-11 16:12:04,2011-05-11 16:12:04,1
AX,2019-10-29 20:28:01,2019-10-29 20:28:01,1
AXAS,2008-05-12 17:01:00,2019-11-13 16:54:02,29
AXDX,2010-06-14 16:59:02,2019-11-08 16:50:05,15
AXE,2008-07-31 15:25:02,2019-10-30 08:32:05,27
AXGN,2008-08-14 16:00:04,2019-11-06 16:12:05,26
AXGT,2015-08-11 16:08:04,2019-11-08 08:02:02,14
AXIM,2011-11-17 17:16:03,2019-11-14 16:38:05,21
AXIN,2009-12-30 16:22:02,2019-12-27 14:24:04,32
AXL,2008-04-25 16:00:00,2019-11-01 14:08:04,37
AXLA,2019-06-20 17:03:02,2019-11-12 16:16:02,3
AXNX,2018-12-11 16:31:05,2019-11-14 16:31:01,4
AXO,2019-10-29 20:28:01,2019-10-29 20:28:01,1
AXP,2008-05-02 15:18:02,2019-10-21 13:56:00,9
AXSM,2016-05-11 16:12:04,2019-11-07 17:06:05,13
AXTA,2014-11-14 16:23:04,2019-10-25 07:03:03,16
AXTI,2008-05-12 12:41:00,2015-08-07 16:10:05,16
AYI,2008-01-08 17:25:04,2019-07-02 08:32:04,28
AYR,2008-05-09 17:28:00,2019-11-06 16:12:01,36
AYRO,2009-03-17 16:06:00,2019-08-14 07:46:01,19
AYTU,2016-02-11 08:03:05,2019-11-14 17:02:04,4
AYTUW,2016-02-11 08:03:05,2019-11-14 17:02:04,4
AYTUZ,2016-02-11 08:03:05,2019-11-14 17:02:04,4
AYX,2017-11-09 17:10:05,2019-10-31 21:01:04,7
AZO,2008-06-12 16:16:03,2019-12-20 16:34:01,23
AZPN,2009-02-19 06:03:05,2019-10-30 16:05:00,33
AZRX,2017-05-12 18:08:04,2017-08-14 15:36:01,2
AZZ,2008-06-27 16:49:02,2019-12-26 06:43:04,31
B,2008-08-01 10:02:00,2019-10-25 12:46:01,35
BA,2008-04-23 13:26:02,2019-10-23 12:44:05,36
BABB,2009-04-13 10:18:00,2011-07-12 12:04:05,6
BAC-PA,2008-05-08 16:50:05,2019-10-28 16:37:04,16
BAC-PB,2008-05-08 16:50:05,2019-10-28 16:37:04,16
BAC-PK,2008-05-08 16:50:05,2019-10-28 16:37:04,16
BAC-PL,2008-05-08 16:50:05,2019-10-28 16:37:04,16
BAC-PM,2008-05-08 16:50:05,2019-10-28 16:37:04,16
BAC-PN,2008-05-08 16:50:05,2019-10-28 16:37:04,16
BAC,2008-05-08 16:50:05,2019-10-28 16:37:04,16
BAH,2011-02-10 21:06:00,2014-01-31 13:39:02,6
BANC,2008-05-06 08:31:01,2019-11-08 16:39:04,36
BAND,2018-05-04 08:12:01,2019-11-07 07:46:04,6
BANF,2015-08-07 13:55:03,2019-05-03 13:01:02,12
BANJ,2010-05-28 16:55:03,2010-08-04 13:38:05,2
BANM,2015-11-20 20:04:05,2019-11-04 16:20:01,14
BANR,2008-08-08 14:34:00,2019-11-01 16:15:01,27
BAR,2017-11-06 14:40:03,2019-11-05 12:43:03,7
BASA,2011-08-15 12:38:02,2019-11-14 08:55:00,27
BASI,2014-05-15 15:27:04,2019-08-14 15:32:00,17
BASX,2008-05-08 17:20:03,2018-08-02 16:44:03,28
BATL,2008-11-05 15:03:00,2019-11-12 16:49:05,36
BATRA,2013-05-08 19:07:00,2019-11-12 06:24:01,21
BATRK,2013-05-08 19:07:00,2019-11-12 06:24:01,21
BAX,2008-05-02 17:20:01,2013-10-30 17:07:00,13
BAYK,2010-11-05 11:10:00,2019-11-07 16:06:04,25
BBBY,2008-01-10 10:42:03,2019-10-15 13:22:04,33
BBCP,2017-09-07 16:06:04,2019-09-16 17:07:01,7
BBG,2008-08-05 11:32:05,2017-10-31 16:23:02,13
BBGI,2010-05-04 09:04:01,2019-11-07 16:06:05,30
BBI,2015-10-30 16:42:00,2019-11-13 17:40:03,5
BBIO,2019-08-14 06:07:01,2019-11-08 06:06:00,2
BBLG,2009-09-14 17:13:01,2019-11-14 11:05:05,21
BBLS,2012-08-20 12:25:00,2019-05-10 14:41:00,20
BBOX,2008-02-07 17:05:01,2018-11-19 16:28:04,34
BBQ,2008-05-09 06:01:04,2018-11-13 16:15:02,14
BBRG,2010-11-17 15:04:00,2013-04-29 21:01:05,5
BBSI,2009-08-10 15:20:02,2014-11-17 16:53:02,2
BBW,2008-05-08 16:26:04,2019-12-12 07:01:02,12
BBX,2008-05-12 17:16:04,2019-11-01 16:44:03,24
BBXTB,2008-05-12 17:16:04,2019-11-01 16:44:03,24
BBY,2008-01-10 16:29:05,2019-12-06 17:10:03,12
BC-PA,2012-05-04 12:47:05,2019-10-30 16:04:03,24
BC-PB,2012-05-04 12:47:05,2019-10-30 16:04:03,24
BC-PC,2012-05-04 12:47:05,2019-10-30 16:04:03,24
BC,2012-05-04 12:47:05,2019-10-30 16:04:03,24
BCBP,2008-05-15 10:36:02,2019-11-06 14:13:00,31
BCC,2013-05-01 16:03:03,2019-11-07 08:21:05,21
BCDA,2011-08-10 19:35:01,2011-11-15 13:06:03,2
BCDAW,2011-08-10 19:35:01,2011-11-15 13:06:03,2
BCEI,2012-05-10 19:28:05,2019-11-06 17:30:04,21
BCEL,2019-08-13 16:01:05,2019-11-12 16:01:03,2
BCLI,2008-05-15 16:17:04,2019-11-14 06:01:01,26
BCML,2018-06-18 14:38:01,2019-11-12 17:21:04,5
BCO,2015-07-30 17:48:00,2019-10-23 16:13:05,14
BCOR,2008-05-06 17:16:02,2018-10-31 07:08:03,35
BCOV,2012-05-10 17:21:03,2016-11-02 16:02:04,6
BCOW,2018-12-21 16:04:00,2019-11-14 10:02:04,4
BCR,2008-04-28 17:27:03,2017-10-26 10:23:00,30
BCRH,2014-05-05 16:11:02,2019-11-06 16:50:02,18
BCRX,2008-05-09 17:02:02,2019-11-08 16:45:02,32
BCSF,2017-05-12 15:02:04,2019-11-06 16:07:01,9
BCTF,2016-11-14 18:16:01,2019-10-25 17:36:04,10
BCYC,2019-08-08 07:08:01,2019-11-07 07:17:01,2
BDC,2008-05-08 15:02:04,2019-11-04 15:22:03,20
BDCO,2008-05-14 16:03:01,2019-11-14 17:26:01,17
BDGE,2008-05-08 16:33:01,2019-11-08 16:21:04,32
BDIC,2014-05-14 18:48:04,2019-11-19 17:19:03,19
BDL,2011-02-15 14:36:05,2019-08-13 15:56:03,8
BDMS,2010-11-12 11:36:04,2018-11-14 13:22:03,18
BDN,2008-05-09 17:15:04,2019-10-24 15:39:01,30
BDPT,2015-11-23 15:06:00,2016-05-23 12:49:05,2
BDR,2008-08-14 17:22:04,2008-08-14 17:22:04,1
BDRY,2015-05-15 13:19:00,2019-11-12 17:15:02,14
BDSI,2014-08-07 16:32:05,2019-11-12 17:16:04,10
BDX,2009-05-06 16:11:01,2019-08-06 14:29:03,30
BDXA,2009-05-06 16:11:01,2019-08-06 14:29:03,30
BDXB,2009-05-06 16:11:01,2019-08-06 14:29:03,30
BE,2018-09-07 16:03:04,2019-11-13 18:39:00,4
BEAG,2013-05-30 15:19:05,2019-12-16 13:52:03,21
BEAT,2013-08-06 12:17:01,2019-11-05 17:22:05,20
BEBE,2008-02-14 16:03:05,2018-02-12 13:23:04,30
BECN,2008-02-08 07:52:01,2017-08-03 16:44:01,12
BEGI,2017-08-14 14:13:01,2019-11-19 09:42:03,8
BELFA,2011-05-06 11:18:05,2019-11-12 10:42:00,23
BELFB,2011-05-06 11:18:05,2019-11-12 10:42:00,23
BEN,2011-05-03 14:39:00,2019-07-30 08:36:02,26
BENH,2014-08-14 13:45:05,2014-08-14 13:45:05,1
BERY,2014-01-31 16:53:04,2019-07-31 17:14:00,14
BETRF,2010-09-14 17:00:01,2017-09-15 17:11:02,14
BFA,2012-12-05 16:14:03,2019-12-05 14:10:05,22
BFAM,2013-05-10 16:00:04,2019-11-06 17:02:05,21
BFB,2012-12-05 16:14:03,2019-12-05 14:10:05,22
BFC,2018-12-07 11:25:02,2019-11-12 16:05:05,4
BFFI,2014-12-29 10:16:05,2016-08-12 11:02:01,6
BFGC,2018-05-15 11:19:03,2019-11-14 09:53:02,6
BFIN,2011-11-09 06:01:05,2012-08-01 17:02:01,2
BFRE,2008-08-13 16:40:03,2018-05-21 16:23:05,18
BFS-PD,2011-08-08 15:44:03,2012-11-02 16:06:04,3
BFS-PE,2011-08-08 15:44:03,2012-11-02 16:06:04,3
BFS,2011-08-08 15:44:03,2012-11-02 16:06:04,3
BFST,2015-05-15 15:29:03,2019-11-07 13:53:02,12
BFYT,2013-05-15 15:43:02,2019-11-12 16:15:03,22
BG,2008-11-10 17:20:00,2019-10-30 16:10:01,28
BGC,2008-05-07 14:37:01,2018-05-07 16:29:03,37
BGCP,2009-08-07 17:56:03,2015-11-09 10:33:01,7
BGFV,2009-11-04 15:14:01,2019-10-30 12:15:02,25
BGG,2008-02-07 15:56:00,2019-11-05 11:59:01,36
BGNE,2016-05-12 16:16:03,2019-11-12 16:28:01,12
BGS,2008-04-30 16:03:05,2019-11-05 16:36:02,36
BGSF,2014-08-08 16:30:01,2019-11-05 08:56:05,17
BH,2018-05-04 16:18:01,2019-11-01 16:34:04,6
BHB,2017-05-09 20:09:04,2019-11-04 16:04:04,12
BHBK,2014-06-26 12:46:02,2018-11-01 11:33:00,15
BHC,2010-05-07 16:11:02,2019-11-04 17:04:02,30
BHCV,2018-08-16 16:02:05,2019-11-14 15:04:03,9
BHE,2008-11-07 16:54:02,2019-05-08 12:14:05,21
BHF,2017-08-15 07:21:04,2019-11-05 16:33:05,8
BHFAL,2017-08-15 07:21:04,2019-11-05 16:33:05,8
BHFAO,2017-08-15 07:21:04,2019-11-05 16:33:05,8
BHFAP,2017-08-15 07:21:04,2019-11-05 16:33:05,8
BHLB,2008-05-12 10:16:02,2019-11-08 16:05:00,30
BHOR,2008-05-15 15:30:01,2017-08-14 13:58:03,25
BHR-PB,2014-05-12 16:53:02,2019-11-06 16:21:04,18
BHR-PD,2014-05-12 16:53:02,2019-11-06 16:21:04,18
BHR,2014-05-12 16:53:02,2019-11-06 16:21:04,18
BHTG,2014-08-19 14:18:01,2016-11-14 11:28:05,8
BHVN,2017-06-16 08:24:05,2019-11-01 17:17:00,9
BICX,2011-10-31 17:37:05,2019-11-14 17:25:04,12
BIEI,2012-08-14 11:22:01,2019-11-14 16:46:05,9
BIG,2008-06-10 16:23:05,2019-12-11 16:09:05,32
BIIB,2012-05-01 16:22:00,2019-10-22 16:12:04,24
BIIO,2014-02-03 17:30:00,2017-02-21 17:24:04,6
BIMI,2014-05-13 09:01:02,2019-11-14 11:11:05,18
BIMT,2017-05-10 14:28:02,2017-05-10 14:28:02,1
BIO,2011-08-03 17:46:05,2019-11-01 17:01:02,26
BIOA,2013-05-15 16:05:01,2013-08-14 17:31:04,2
BIOC,2014-08-08 16:36:02,2019-11-13 17:24:02,16
BIOL,2008-08-08 15:40:05,2019-11-08 19:14:04,13
BIQIF,2014-11-12 16:46:02,2018-11-27 18:36:05,5
BIVI,2014-11-13 12:42:02,2019-11-19 15:35:03,17
BIXT,2019-11-13 13:19:01,2019-11-13 13:19:01,1
BJ,2018-09-07 06:47:00,2019-11-27 07:22:03,5
BJRI,2009-05-04 17:05:01,2018-08-06 17:22:00,28
BK,2008-05-09 11:55:05,2014-11-07 16:38:05,17
BKCC,2011-08-04 08:01:02,2019-10-30 16:02:01,23
BKCT,2011-03-11 17:18:04,2019-11-12 19:51:05,14
BKD,2008-05-08 15:31:00,2019-11-05 16:27:03,26
BKE,2008-12-11 12:13:02,2019-12-12 16:02:04,27
BKEP,2009-08-07 15:53:01,2019-11-07 16:43:00,35
BKGM,2012-11-13 06:43:00,2015-05-12 06:03:01,8
BKH,2011-08-05 14:31:01,2011-08-05 14:31:01,1
BKI,2015-08-04 17:12:03,2019-11-07 16:09:01,14
BKIT,2017-07-17 14:16:04,2017-07-17 14:16:04,1
BKMU,2008-08-05 16:10:01,2017-11-07 10:01:00,19
BKNG,2008-03-10 16:37:01,2019-11-07 17:17:03,38
BKR,2017-07-28 08:52:04,2019-10-30 16:29:01,8
BKSC,2008-05-13 15:59:02,2019-11-04 06:13:00,30
BKU,2011-05-16 16:21:02,2019-11-08 16:44:03,27
BKUH,2008-12-01 14:34:01,2019-06-14 14:47:05,12
BKYI,2008-05-15 14:37:05,2012-05-11 13:48:04,4
BL,2016-12-12 16:17:03,2018-11-07 16:17:01,7
BLBD,2015-05-19 16:45:05,2019-08-08 16:10:02,14
BLBX,2019-05-20 15:18:00,2019-11-14 10:46:00,3
BLCM,2015-05-12 16:05:02,2019-11-06 17:00:03,15
BLD,2015-08-11 16:01:02,2019-10-31 16:07:02,14
BLDR,2008-05-01 16:21:01,2019-05-03 12:27:00,30
BLFS,2008-05-13 13:29:00,2019-05-09 17:16:02,19
BLGO,2009-08-14 17:18:04,2019-11-14 17:01:04,13
BLIN,2018-02-14 17:35:00,2018-08-14 16:18:04,3
BLK,2009-08-07 15:13:03,2018-11-09 14:42:01,27
BLKB,2009-05-08 09:57:02,2019-11-01 07:20:02,27
BLKG,2017-05-17 12:28:00,2017-11-20 09:36:03,3
BLL,2011-08-09 16:24:02,2019-11-01 13:56:05,26
BLMN,2012-09-05 16:02:03,2019-11-07 16:07:01,23
BLMT,2011-09-26 13:56:00,2017-11-03 17:18:01,7
BLNC,2015-08-13 17:20:00,2019-11-14 15:49:02,14
BLNK,2011-08-11 16:42:01,2018-11-14 16:32:00,12
BLNKW,2011-08-11 16:42:01,2018-11-14 16:32:00,12
BLPG,2013-05-15 12:12:04,2019-11-18 16:45:04,9
BLPH,2015-08-13 18:13:05,2019-11-06 08:30:01,14
BLTN,2011-05-23 15:09:05,2018-11-14 17:16:05,15
BLUE,2014-08-12 16:27:03,2019-05-02 18:40:02,14
BLXX,2009-02-12 19:15:04,2019-02-12 20:00:01,26
BLYQ,2014-05-15 10:46:01,2016-05-16 15:12:01,7
BMCH,2013-09-05 21:29:02,2019-11-05 16:38:05,20
BMI,2008-04-23 17:02:02,2019-10-25 16:20:04,32
BMIX,2012-07-16 11:05:03,2019-11-19 16:02:04,9
BML-PG,2008-05-08 16:50:05,2019-10-28 16:37:04,16
BML-PH,2008-05-08 16:50:05,2019-10-28 16:37:04,16
BML-PJ,2008-05-08 16:50:05,2019-10-28 16:37:04,16
BML-PL,2008-05-08 16:50:05,2019-10-28 16:37:04,16
BMNM,2010-11-04 10:26:04,2016-11-09 12:52:03,10
BMRA,2012-10-12 16:20:02,2013-01-14 16:43:03,2
BMRC,2008-08-07 14:24:02,2019-11-08 14:22:00,30
BMRN,2011-04-29 13:08:05,2019-11-04 07:36:01,18
BMS,2012-11-09 10:31:00,2019-04-26 16:43:01,20
BMSN,2011-06-21 13:42:02,2011-06-21 13:42:02,1
BMSND,2011-06-21 13:42:02,2011-06-21 13:42:02,1
BMTC,2008-05-09 17:16:05,2019-11-06 16:30:05,30
BMTM,2013-05-14 15:11:04,2019-11-19 14:40:04,19
BMY-RI,2009-04-28 11:37:05,2019-10-31 09:39:04,33
BMY,2009-04-28 11:37:05,2019-10-31 09:39:04,33
BNED,2015-12-09 08:31:00,2019-12-04 16:42:00,13
BNET,2012-11-07 14:55:04,2013-02-07 12:42:02,2
BNFT,2013-11-12 16:11:05,2019-05-02 14:49:05,12
BNGO,2018-11-07 17:23:04,2019-11-07 16:15:02,4
BNKL,2015-05-20 17:25:01,2019-11-14 13:59:05,17
BNO,2011-05-16 15:18:02,2019-11-08 12:31:04,18
BOCH,2008-05-02 11:27:04,2019-11-01 13:48:05,38
BOH,2008-04-23 14:59:05,2019-10-28 17:20:04,32
BOIL,2012-05-10 16:42:01,2019-11-08 11:12:04,7
BOJA,2015-06-11 16:11:00,2018-11-08 16:19:01,10
BOKF,2012-08-06 19:19:05,2019-10-30 14:57:03,23
BOLD,2016-09-01 16:57:00,2019-11-07 17:16:03,10
BOMH,2017-06-14 15:22:04,2019-06-05 21:35:02,7
BOMN,2016-08-12 17:01:04,2019-11-12 07:11:01,8
BONT,2008-06-11 14:30:00,2017-12-12 14:25:02,25
BOOM,2008-05-02 11:14:02,2019-10-24 20:33:00,36
BOOT,2014-12-09 17:08:00,2015-08-04 17:04:02,3
BOTJ,2010-05-12 16:46:01,2019-08-13 12:21:04,13
BOTY,2010-12-13 11:02:00,2016-05-13 17:12:03,6
BOX,2015-06-12 17:03:04,2019-06-06 16:11:03,12
BOXL,2017-05-15 16:23:00,2019-11-12 16:24:02,10
BOXS,2016-05-23 16:14:05,2019-11-21 15:03:05,8
BPFH,2008-05-12 14:42:01,2019-11-04 16:17:00,34
BPMC,2019-08-01 16:20:00,2019-11-05 07:39:01,2
BPMP,2017-12-06 08:08:00,2019-11-12 08:04:05,7
BPMX,2011-02-18 11:29:05,2019-12-10 16:50:03,23
BPOL,2013-06-03 20:15:02,2015-11-03 17:09:02,6
BPOP,2008-05-12 17:22:02,2019-05-10 15:16:00,33
BPSR,2017-07-12 16:01:04,2017-09-19 16:21:04,3
BPTH,2008-11-14 11:03:02,2019-11-14 16:20:01,24
BPYU,2011-05-05 17:22:04,2017-11-02 06:07:01,18
BPYUP,2011-05-05 17:22:04,2017-11-02 06:07:01,18
BR,2011-02-08 14:46:00,2019-11-06 10:23:03,8
BRC,2008-03-07 16:36:05,2019-11-21 07:22:03,33
BRCD,2008-02-29 16:40:05,2017-09-01 16:05:01,27
BREW,2008-05-15 16:18:03,2019-11-12 16:32:01,28
BRFH,2013-11-13 16:31:00,2019-11-14 16:26:03,22
BRG,2009-11-20 15:18:00,2019-11-05 18:16:04,19
BRGO,2009-11-17 11:52:01,2019-01-11 17:20:01,11
BRID,2008-03-10 17:05:04,2019-08-23 17:21:01,10
